Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Azerbaijan,AZE,75.5,60.6,39.3,37.3,35.5,33.9,32.5,31.2,30,28.9,27.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Bahamas, The",BHS,19.7,13,12.2,11.9,11.7,11.4,11.1,10.9,10.5,10.2,9.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bahrain,BHR,19.5,10.9,8.5,8.1,7.6,7.1,6.7,6.3,5.9,5.6,5.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bangladesh,BGD,99.7,64.4,45.9,43.6,41.3,39.2,37.2,35.3,33.5,32.1,30.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Barbados,BRB,16,14.8,14.5,14.2,13.9,13.6,13.3,13,12.7,12.3,12,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Belarus,BLR,13.5,11.4,6.2,5.6,5.1,4.7,4.3,4,3.8,3.5,3.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Belgium,BEL,8.3,4.8,3.9,3.8,3.7,3.6,3.5,3.5,3.4,3.4,3.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Belize,BLZ,32.2,21.1,17.6,17.2,16.7,16.3,15.9,15.5,15.1,14.6,14.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Benin,BEN,108,89.3,75.2,73.7,72.3,71,69.8,68.5,67.2,65.7,64.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bhutan,BTN,93.3,59,40.4,38.2,36.1,34.1,32.3,30.8,29.5,28.3,27.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bolivia,BOL,85.6,58.8,42.2,40.2,38.4,36.8,35.3,34,32.8,31.7,30.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bosnia and Herzegovina,BIH,16.2,7.9,7.1,7,6.7,6.4,6.2,5.9,5.6,5.4,5.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Botswana,BWA,41.8,52.4,45.5,45.3,42.3,39.8,39.9,38.2,36.4,35.6,34.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Brazil,BRA,50.9,28.1,17.1,16.2,15.4,14.8,14.4,14.3,14.3,14.4,14.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Brunei Darussalam,BRN,9.4,7.6,7.3,7.4,7.5,7.7,7.8,8.1,8.3,8.5,8.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Bulgaria,BGR,18.4,17.9,12.3,11.8,11.5,11.2,10.9,10.5,10.1,9.7,9.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Burkina Faso,BFA,102.5,96.2,79.2,75.8,72.5,69.7,67.3,65.4,63.7,62.2,60.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Burundi,BDI,103.9,93.4,72.7,69.3,66.4,63.8,61.6,59.5,57.6,55.8,54.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cabo Verde,CPV,48.2,29.1,23.6,23.6,23.6,23.3,22.9,22.4,21.9,21.3,20.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cambodia,KHM,85.4,80.4,46.5,43.3,40,36.7,33.6,30.7,28.3,26.3,24.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cameroon,CMR,85.6,91.9,73.1,70.8,68.8,66.2,64.4,62.4,60.4,58.6,57.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Canada,CAN,6.8,5.2,5.1,5,5,4.9,4.7,4.7,4.6,4.4,4.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Central African Republic,CAF,115.3,113.6,106.9,105.5,103.6,101.7,99.7,97.7,96.1,93.5,91.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Chad,TCD,115.8,105.7,98.1,96.7,95.1,93.6,91.9,90.2,88.4,86.7,85,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Chile,CHL,16,9.2,7.6,7.6,7.5,7.6,7.5,7.4,7.3,7.2,7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,China,CHN,42.1,30.2,17.2,15.8,14.6,13.5,12.5,11.5,10.6,9.8,9.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Colombia,COL,28.9,21.2,17.3,16.9,16.4,15.9,15.4,14.9,14.5,14.1,13.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Comoros,COM,87.9,72.7,67.9,66.4,64.6,63.1,61.3,59.8,58.2,56.6,55.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Congo, Dem. Rep.",COD,119.8,107.4,91.5,89.2,86.9,84.8,82.6,80.5,78.3,76.5,74.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Congo, Rep.",COG,60.9,76.6,53.1,49,45.3,42.2,39.6,37.6,35.9,34.4,33.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Costa Rica,CRI,14.3,11.2,8.9,8.9,8.9,8.9,8.8,8.8,8.7,8.6,8.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cote d'Ivoire,CIV,104.9,99.5,84.1,81.3,79,76.9,75,72.8,70.6,68.5,66.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Croatia,HRV,11.2,7.1,5.3,5,4.8,4.6,4.3,4.1,4,3.8,3.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cuba,CUB,10.6,6.5,4.8,4.7,4.7,4.9,4.8,4.6,4.4,4.1,4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Cyprus,CYP,9.9,5.5,3.5,3.3,3.1,3,2.9,2.8,2.7,2.6,2.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Czech Republic,CZE,12.7,5.6,3.9,3.8,3.6,3.4,3.2,3.2,3,2.9,2.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Denmark,DNK,7.3,4.6,3.7,3.6,3.5,3.3,3.2,3.2,3.1,3,2.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Djibouti,DJI,92.7,79.7,67.5,65.7,63.9,62.2,60.5,58.9,57.4,55.8,54.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Dominica,DMA,14.2,13.4,14.9,15.5,16.3,17.2,17.9,18.7,19.3,19.5,19.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Dominican Republic,DOM,46.5,33.3,29.1,28.7,28.3,27.9,27.5,27.1,26.7,26.2,25.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ecuador,ECU,44.2,28.4,23.1,22.5,21.9,21.3,20.7,20.1,19.5,19,18.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Egypt, Arab Rep.",EGY,63,37,27.1,26.1,25.1,24.3,23.4,22.6,21.8,21,20.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,El Salvador,SLV,45.9,26.8,19.2,18.4,17.7,17.1,16.5,16,15.4,14.9,14.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Equatorial Guinea,GNQ,127.9,104.8,86.3,83.7,81.2,78.9,76.6,74.3,72.2,70.3,68.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Eritrea,ERI,93,58.3,43.7,42.1,40.7,39.4,38.2,37,36,35,34.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Estonia,EST,16.5,8.8,4.8,4.4,4,3.6,3.2,2.9,2.7,2.5,2.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ethiopia,ETH,121.6,89.5,61,57.1,53.6,50.8,48.3,46.2,44.5,42.9,41.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Fiji,FJI,24.8,20.8,20.3,20.3,20.3,20.3,20.1,20,19.7,19.4,19.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Finland,FIN,5.5,3.5,2.9,2.7,2.6,2.5,2.4,2.2,2.1,2,1.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,France,FRA,7.4,4.4,3.6,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Gabon,GAB,60.5,55.6,47.4,45.7,44.2,42.8,41.3,39.7,38,37,36.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Gambia, The",GMB,80,63.3,54.5,53.6,52.6,51.7,50.9,50.1,49.4,48.6,47.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Georgia,GEO,40.8,31.2,18.6,17.2,16,14.9,13.8,12.8,12,11.3,10.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Germany,DEU,7,4.4,3.7,3.6,3.6,3.5,3.4,3.3,3.3,3.2,3.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ghana,GHA,79.8,64.9,54.4,53.1,51.7,50.2,48.6,47,45.5,44.2,42.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Greece,GRC,11.3,6.9,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Grenada,GRD,18,13.6,12.1,12,12,11.9,11.8,11.5,11.4,11.1,10.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guatemala,GTM,59.8,39.9,31.2,30.2,29.3,28.4,27.5,26.6,25.9,25.1,24.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guinea,GIN,140.8,103.1,79,76.3,73.7,71.2,68.9,66.8,64.7,62.8,61,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guinea-Bissau,GNB,135.5,106.9,83.3,79.9,76.6,73.4,70.3,67.4,64.8,62.4,60.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Guyana,GUY,46.6,37.2,33.9,33.8,33.7,33.5,33.5,33.3,33,32.6,32,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Haiti,HTI,101,75,62.7,61.3,60,85.5,57.5,56.2,54.8,53.5,52.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Honduras,HND,45.1,30.5,23.2,22.3,21.4,20.7,19.9,19.2,18.6,18,17.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Hungary,HUN,16.9,9.7,6.5,6.2,5.9,5.7,5.5,5.4,5.4,5.3,5.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Iceland,ISL,5.1,3.1,2.2,2.1,1.9,1.9,1.8,1.7,1.6,1.6,1.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,India,IND,88.3,66.4,51.9,50,48.2,46.3,44.4,42.6,40.9,39.3,37.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Indonesia,IDN,62.2,41.1,30.9,29.7,28.5,27.4,26.3,25.3,24.4,23.6,22.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Iran, Islamic Rep.",IRN,44.6,28.6,19.4,18.3,17.3,16.4,15.7,15.1,14.5,13.9,13.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Iraq,IRQ,42.3,35.8,31.8,31.2,30.6,30,29.3,28.7,27.9,27.2,26.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ireland,IRL,7.7,5.9,3.9,3.8,3.6,3.5,3.4,3.4,3.2,3.1,3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Israel,ISR,9.7,5.6,4.1,3.9,3.8,3.7,3.5,3.4,3.3,3.3,3.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Italy,ITA,8.3,4.7,3.6,3.5,3.5,3.4,3.3,3.2,3.1,3,2.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Jamaica,JAM,25.4,18.7,16.5,16.2,15.9,15.5,15.1,14.8,14.4,13.9,13.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Japan,JPN,4.6,3.3,2.6,2.5,2.4,2.4,2.3,2.2,2.1,2.1,2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Jordan,JOR,30,23.2,19.3,18.8,18.3,17.8,17.3,16.8,16.3,15.8,15.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kazakhstan,KAZ,44.7,37.5,24.8,23,21.1,19.3,17.5,16,14.6,13.5,12.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kenya,KEN,65.8,66.5,49.5,46.2,44.3,42.4,40.3,39.2,38,36.6,35.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kiribati,KIR,69.4,53.2,49.5,49.3,48.9,48.3,47.5,46.6,45.6,44.6,43.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Korea, Dem. People’s Rep.",PRK,33.4,44.5,25.8,25.8,25.4,24.8,23.8,22.7,21.7,20.7,19.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Korea, Rep.",KOR,6.1,5.2,4.1,3.9,3.7,3.5,3.4,3.3,3.2,3,2.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kuwait,KWT,15.3,10.9,9.8,9.7,9.5,9.2,8.9,8.5,8.1,7.7,7.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Kyrgyz Republic,KGZ,54.1,41.6,31.7,30.1,28.4,26.5,24.6,22.9,21.4,20.1,19,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lao PDR,LAO,111.1,83.2,65.5,63.2,61,59,57.1,55.4,53.7,52.3,50.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Latvia,LVA,16.6,14.5,9.6,9.1,8.6,8.2,7.8,7.6,7.4,7.2,6.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lebanon,LBN,26.9,17.1,10.4,9.7,9.2,8.7,8.3,7.9,7.6,7.3,7.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lesotho,LSO,70.8,84.1,84.3,84.5,78.8,75.2,71.9,72.3,71.9,70.5,69.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Liberia,LBR,170.1,123,76.9,72.5,68.6,65.2,62.1,59.4,56.9,54.7,52.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Libya,LBY,35.5,24.2,17.3,16.1,15.1,14.3,13.9,12.9,12.4,11.9,11.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Lithuania,LTU,13.4,9.6,7.2,6.7,6.1,5.6,5,4.5,4,3.6,3.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Luxembourg,LUX,7.3,3.9,2.4,2.2,2,1.9,1.8,1.6,1.6,1.6,1.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Macedonia, FYR",MKD,33,14.2,11,10.4,9.6,8.7,7.5,6.5,5.8,5.2,4.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Madagascar,MDG,98.1,69.7,47.9,45.7,43.8,42.1,40.6,39.3,38.1,37,35.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Malawi,MWI,142.5,103.5,64.5,61.7,59.6,57.5,53.8,50.2,47.3,45.1,43.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Malaysia,MYS,14.3,8.7,6.9,6.9,6.9,6.8,6.7,6.6,6.4,6.2,6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Maldives,MDV,68.2,35.6,15.3,13.7,12.4,11.2,10.1,9.2,8.4,7.8,7.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mali,MLI,130.6,116,90.1,87.5,85,82.9,81,79.2,77.6,75.9,74.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Malta,MLT,10,6.8,5.9,5.8,5.7,5.6,5.6,5.5,5.3,5.2,5.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Marshall Islands,MHL,39.7,33.5,32.2,32.1,31.9,31.8,31.6,31.2,30.8,30.2,29.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mauritania,MRT,77.9,76.2,73.1,72.1,71.1,70.1,69.2,68.1,67.2,66.1,65.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mauritius,MUS,19.9,16.4,14.1,13.9,13.6,13.3,13.1,12.8,12.6,12.2,11.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mexico,MEX,37.1,21.6,15.8,15.4,15,14.4,13.8,13.1,12.5,11.9,11.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Micronesia, Fed. Sts.",FSM,43.4,42.2,35.7,34.7,33.8,32.9,32,31.1,30.2,29.4,28.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Moldova,MDA,27.3,26,15.5,15.2,14.9,14.7,14.5,14.3,14.1,13.9,13.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Monaco,MCO,6.4,4.2,3.5,3.4,3.3,3.2,3.2,3.1,3,2.9,2.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mongolia,MNG,76.9,48.2,30.6,28.6,26.8,25,23.4,22.1,20.9,19.9,19,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Montenegro,MNE,14.9,12.5,8.2,7.4,6.8,6.3,5.7,5.3,4.9,4.6,4.3,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Morocco,MAR,63.1,42.2,31.9,30.7,29.6,28.5,27.4,26.4,25.5,24.6,23.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Mozambique,MOZ,159.7,115,81.5,78,74.3,71.9,68.1,63.6,60.9,58.5,56.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Myanmar,MMR,78.3,60.7,50.2,53.4,47.3,45.8,44.5,43.2,41.9,40.7,39.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Namibia,NAM,49.6,49.4,42.7,41.3,39.2,37.5,36,35.5,34.3,33.4,32.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nauru,NRU,44.3,33.3,32,32.2,32.2,32,31.5,31,30.4,29.7,29.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nepal,NPL,97.7,59.6,42,40,38.1,36.3,34.6,33.1,31.7,30.5,29.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Netherlands,NLD,6.8,5.1,4.2,4,3.8,3.7,3.6,3.5,3.3,3.3,3.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,New Zealand,NZL,9.2,6.1,5.3,5.3,5.2,5.1,5,4.9,4.9,4.8,4.7,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nicaragua,NIC,50.9,32.6,24.4,23.5,22.7,22,21.3,20.6,20,19.4,18.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Niger,NER,138.1,101.1,75.2,71.9,68.9,66.1,63.7,61.6,59.8,58.4,57.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Nigeria,NGA,125.9,112,90.3,87.3,84.3,81.5,78.8,76.2,73.8,71.5,69.4,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Norway,NOR,7,4,3,2.9,2.7,2.6,2.5,2.3,2.3,2.2,2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Oman,OMN,32,14.3,10.4,10.2,10.1,10,10,10,10,10,9.9,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Pakistan,PAK,106.1,87.7,77.4,76.1,74.8,73.5,72.1,70.6,69.1,67.4,65.8,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Palau,PLW,31,22.9,18.2,17.6,17.2,16.6,16.2,15.7,15.1,14.7,14.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Panama,PAN,25.7,21.9,18.5,18,17.5,17,16.5,16,15.5,15.1,14.6,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Papua New Guinea,PNG,65.3,58.3,53.8,52.7,51.6,50.3,49.2,48,47,45.7,44.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Paraguay,PRY,37.1,27.7,22.4,21.7,21,20.4,19.8,19.2,18.6,18.1,17.5,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Peru,PER,56.3,29.6,19,18,17.1,16.3,15.6,14.9,14.2,13.6,13.1,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Philippines,PHL,40.8,29.9,26.4,25.9,25.4,24.9,24.4,23.9,23.3,22.8,22.2,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Poland,POL,15.1,8.1,6,5.8,5.3,5,4.7,4.6,4.5,4.5,4.5,..
